"","stock","est_m","up_m","dn_m","sd","Year"
"192","PIBKC",0.197404570254301,19.8072493603081,0.00196738899220276,2.3513,2023
"193","Snow_imm",0.229727834271539,0.998533476398241,0.0528523871122009,0.74969,1982
"194","Snow_imm",0.170646690041461,0.651485590554182,0.0446982914807611,0.6835,1983
"195","Snow_imm",0.147359514666976,0.546185618711942,0.0397572287130084,0.66841,1984
"196","Snow_imm",0.0912821518078994,0.30748013360046,0.0270990881300565,0.61962,1985
"197","Snow_imm",0.0828768092204556,0.27408691907422,0.0250598077783634,0.61025,1986
"198","Snow_imm",0.104319184304641,0.358483587866558,0.0303570165617639,0.62981,1987
"199","Snow_imm",0.131562928250506,0.466735576042398,0.0370848184246308,0.64606,1988
"200","Snow_imm",0.171981218998455,0.636921031807358,0.0464383152873187,0.66799,1989
"201","Snow_imm",0.216661294431392,0.841300811371454,0.0557970655325569,0.69215,1990
"202","Snow_imm",0.282285587180852,1.1160222488434,0.071401043135673,0.70133,1991
"203","Snow_imm",0.251000085302453,1.01718600895186,0.0619365998621598,0.71395,1992
"204","Snow_imm",0.311810390084478,1.21638044431204,0.079930353878406,0.69451,1993
"205","Snow_imm",0.29585376023581,1.1369349486693,0.076987208061565,0.68685,1994
"206","Snow_imm",0.325097546047919,1.22274068214576,0.0864356735566439,0.67588,1995
"207","Snow_imm",0.451703178317639,1.4855917830854,0.137343086859634,0.60742,1996
"208","Snow_imm",0.512933023917733,1.58994909500579,0.165477176503208,0.5772,1997
"209","Snow_imm",0.323379086992985,1.26475344747301,0.0826833357231454,0.69582,1998
"210","Snow_imm",0.130255157787032,0.470458089706342,0.0360635867494914,0.65521,1999
"211","Snow_imm",0.16404737843223,0.627446042325063,0.0428906082039564,0.68444,2000
"212","Snow_imm",0.325019531998928,1.25438874731226,0.0842144800861364,0.68904,2001
"213","Snow_imm",0.22281799648977,0.899691277054076,0.0551832176502596,0.71209,2002
"214","Snow_imm",0.194113934707644,0.772610375121878,0.0487700150826211,0.70476,2003
"215","Snow_imm",0.185808259477102,0.721342225757446,0.0478617611129826,0.69204,2004
"216","Snow_imm",0.199338678269115,0.771537501349948,0.0515022388212529,0.6905,2005
"217","Snow_imm",0.171010554869724,0.643675604183105,0.0454337708106328,0.67626,2006
"218","Snow_imm",0.18725948568576,0.717393481649963,0.048879890710249,0.68527,2007
"219","Snow_imm",0.163742533901646,0.618097417779476,0.0433776563973571,0.67773,2008
"220","Snow_imm",0.17622212602669,0.681811262936996,0.0455466774890108,0.69031,2009
"221","Snow_imm",0.358868231875441,1.44537383868937,0.089102489890218,0.7108,2010
"222","Snow_imm",0.344462516487397,1.3347014047752,0.0888996031923821,0.69106,2011
"223","Snow_imm",0.264307257083021,1.07247922392425,0.0651372302496785,0.7146,2012
"224","Snow_imm",0.252659385425572,1.06180193123817,0.060121161174747,0.73249,2013
"225","Snow_imm",0.47987482036419,1.86548449089615,0.123442378826178,0.69273,2014
"226","Snow_imm",0.429755000049654,1.70775970921852,0.108147158567286,0.70394,2015
"227","Snow_imm",0.225808044780099,0.930030032821317,0.0548254048664764,0.72221,2016
"228","Snow_imm",0.178135639360467,0.697490768848501,0.0454949476431777,0.6964,2017
"229","Snow_imm",0.436957212753236,1.71131007000118,0.111570433157648,0.69652,2018
"230","Snow_imm",1.73204016530281,2.70330419301899,1.10973938558942,0.22713,2019
"231","Snow_imm",0.25846370527942,503.023052968085,0.00013280402667948,3.8641,2020
"232","Snow_imm",0.118216215080117,0.427821682451867,0.0326656503891448,0.65622,2021
"233","Snow_imm",0.197294054642218,0.849127438241034,0.0458411096428582,0.74465,2022
"234","Snow_imm",0.335749477431985,2.23159103570483,0.0505145027884768,0.96638,2023
"235","Snow_mat",0.363316835623061,3.1668328895576,0.0416817456590184,1.1047,1982
"236","Snow_mat",0.835587674405757,2.41296818084049,0.289355975417637,0.54106,1983
"237","Snow_mat",1.72845855041095,3.2218044796527,0.927296792638011,0.31771,1984
"238","Snow_mat",0.2665322578799,1.21976815036412,0.0582401208535829,0.77598,1985
"239","Snow_mat",0.128083869392862,0.532866902438013,0.0307871956835526,0.72734,1986
"240","Snow_mat",0.179760476563278,0.819845640283982,0.0394145279873218,0.77423,1987
"241","Snow_mat",0.350081253004579,1.56890574711594,0.0781161544793548,0.76529,1988
"242","Snow_mat",0.40938878494969,1.67622124314912,0.0999863102365382,0.7192,1989
"243","Snow_mat",0.581211825962941,2.13566996843386,0.15817387125919,0.66399,1990
"244","Snow_mat",1.25624862713903,2.54642496251785,0.61975539684792,0.36049,1991
"245","Snow_mat",0.497938850329434,1.92266222278438,0.128958220393143,0.68928,1992
"246","Snow_mat",0.455578608901778,1.89066723280473,0.109777048698826,0.72608,1993
"247","Snow_mat",0.50440740206952,2.01532525651997,0.126246037179062,0.70671,1994
"248","Snow_mat",0.851487890801907,2.33255445578861,0.310831597685962,0.51415,1995
"249","Snow_mat",0.791694257666145,2.10943470653824,0.297131641799024,0.5,1996
"250","Snow_mat",0.799842856487191,2.07858962745398,0.307780134483402,0.48726,1997
"251","Snow_mat",0.916218871650878,2.18266105538541,0.384602555993734,0.44288,1998
"252","Snow_mat",0.284608706993876,1.2888567691777,0.0628480355876987,0.77061,1999
"253","Snow_mat",0.243514205342227,1.06639094642788,0.0556073440065225,0.7535,2000
"254","Snow_mat",0.649969396180575,2.78223566346049,0.151841995816376,0.74188,2001
"255","Snow_mat",0.579934565447551,2.59030803222325,0.129839422963212,0.76358,2002
"256","Snow_mat",0.341444544893274,1.91928899048592,0.0607435241984367,0.88088,2003
"257","Snow_mat",0.316801463315843,1.53536908747092,0.0653674533231476,0.80523,2004
"258","Snow_mat",0.706557989679635,3.08560083955521,0.161791566290891,0.75209,2005
"259","Snow_mat",0.861689743018816,2.82710381298878,0.262639528768793,0.60618,2006
"260","Snow_mat",0.78890450374915,2.42633430030497,0.256506416266491,0.57321,2007
"261","Snow_mat",0.48232698635981,2.06087159976678,0.112883947644901,0.74095,2008
"262","Snow_mat",0.206738617708275,0.920986777046334,0.0464076761112693,0.76224,2009
"263","Snow_mat",0.191629779530144,0.832724519829001,0.044098584259669,0.74956,2010
"264","Snow_mat",0.366099545617444,1.49170714648667,0.0898493230504185,0.71672,2011
"265","Snow_mat",0.943734879753965,2.38119389866597,0.374028979228948,0.4722,2012
"266","Snow_mat",0.525660348552546,2.04888716619976,0.134862869268148,0.69408,2013
"267","Snow_mat",0.832227032320024,2.41876335686791,0.286345429931208,0.54434,2014
"268","Snow_mat",0.606312347973608,2.40662559908758,0.152751081615953,0.70336,2015
"269","Snow_mat",0.426584844427507,2.68866503254109,0.0676821498002872,0.93928,2016
"270","Snow_mat",0.472890697832738,2.40223559092674,0.0930906248085614,0.82923,2017
"271","Snow_mat",1.03635525988261,2.83758687761363,0.378501970515733,0.5139,2018
"272","Snow_mat",1.59636632558635,2.72112663882806,0.93651850270505,0.2721,2019
"273","Snow_mat",0.461040217543493,19.9072900735439,0.0106773991541437,1.9211,2020
"274","Snow_mat",0.905036504166599,2.1230199929772,0.385814112247455,0.43501,2021
"275","Snow_mat",0.415646558018696,2.22771589895406,0.0775512089642596,0.85658,2022
"276","Snow_mat",0.156817903045107,0.993105477033925,0.0247625808981664,0.94171,2023
"277","Tanner_imm",0.116821283902076,0.657396461719698,0.0207594855877826,0.88145,1975
"278","Tanner_imm",0.0877029274401289,0.426752610568998,0.0180240338103917,0.80727,1976
"279","Tanner_imm",0.0794442310271099,0.370332066058767,0.0170425043411911,0.78538,1977
"280","Tanner_imm",0.0682443931459088,0.302923191199194,0.0153745151614716,0.7604,1978
"281","Tanner_imm",0.0576670111194877,0.243407374749269,0.0136622161710616,0.73472,1979
"282","Tanner_imm",0.0826698759717432,0.38746645565012,0.0176384517769836,0.78815,1980
"283","Tanner_imm",0.0824420216976013,0.388860115613717,0.0174784881984127,0.79139,1981
"284","Tanner_imm",0.0708918360120527,0.321576826878346,0.0156281547459295,0.77147,1982
"285","Tanner_imm",0.0800727245800446,0.377817954961626,0.0169701866665466,0.79157,1983
"286","Tanner_imm",0.0719430820270302,0.326870372843515,0.0158344331011788,0.77229,1984
"287","Tanner_imm",0.0440896596094199,0.173743222933017,0.0111883390422885,0.69967,1985
"288","Tanner_imm",0.0348919198326225,0.129915739027609,0.00937104371432182,0.67073,1986
"289","Tanner_imm",0.0312698782821492,0.113598292910988,0.00860757026117112,0.65817,1987
"290","Tanner_imm",0.0302275959094667,0.108969244185976,0.00838500405588388,0.65424,1988
"291","Tanner_imm",0.0313575566337483,0.113832000197925,0.00863813651986286,0.65779,1989
"292","Tanner_imm",0.034517114689303,0.127771725721687,0.00932468587823317,0.66775,1990
"293","Tanner_imm",0.0478746089337658,0.192702139668241,0.0118938906672594,0.71049,1991
"294","Tanner_imm",0.0829481139330169,0.405257099380149,0.0169778385513011,0.80934,1992
"295","Tanner_imm",0.155722453581004,1.03255219847614,0.0234849943519328,0.96516,1993
"296","Tanner_imm",0.60774493490249,1.7301851051804,0.213476526178464,0.53379,1994
"297","Tanner_imm",0.151889803201147,0.95320699056333,0.0242030456604696,0.93708,1995
"298","Tanner_imm",0.136653056431172,0.785079415558606,0.0237862023406817,0.89201,1996
"299","Tanner_imm",0.115914781511475,0.624019538128205,0.0215317562221787,0.85884,1997
"300","Tanner_imm",0.119275420752843,0.645695531351575,0.0220330253269499,0.86168,1998
"301","Tanner_imm",0.138219814829401,0.778057850188007,0.0245543659855851,0.88161,1999
"302","Tanner_imm",0.110686876104922,0.584596390869039,0.0209573386583068,0.84909,2000
"303","Tanner_imm",0.169116069165881,0.940773565620359,0.0304007743151879,0.87557,2001
"304","Tanner_imm",0.105447824805883,0.540928700972094,0.0205558398663446,0.83422,2002
"305","Tanner_imm",0.070683720094482,0.318765486051076,0.0156735547134941,0.76849,2003
"306","Tanner_imm",0.0530940717549366,0.219695408228254,0.012831312580687,0.72458,2004
"307","Tanner_imm",0.0523486044547952,0.215340840817035,0.0127257624608839,0.72158,2005
"308","Tanner_imm",0.0599460672596416,0.256452145250885,0.0140124816518183,0.74158,2006
"309","Tanner_imm",0.089127263825825,0.42799181817355,0.0185603294730673,0.80053,2007
"310","Tanner_imm",0.10817467470433,0.553635029970359,0.0211362352703984,0.83304,2008
"311","Tanner_imm",0.0663666903317033,0.293815752580491,0.0149908149814996,0.75906,2009
"312","Tanner_imm",0.05928730955572,0.253798051763007,0.0138495352897271,0.74191,2010
"313","Tanner_imm",0.0726886520117467,0.331171801663676,0.0159543780742862,0.7737,2011
"314","Tanner_imm",0.0861737217394438,0.415898516168464,0.0178551017369322,0.8031,2012
"315","Tanner_imm",0.101528168178659,0.522058201598358,0.019744865423347,0.83543,2013
"316","Tanner_imm",0.195246971747206,1.26910255364246,0.030038061043248,0.955,2014
"317","Tanner_imm",0.345107264044309,2.40341826231615,0.0495540146147405,0.9902,2015
"318","Tanner_imm",0.386702351285796,2.29644804277197,0.0651173924707916,0.90891,2016
"319","Tanner_imm",0.132798810374934,0.797225583071483,0.0221211215639281,0.91444,2017
"320","Tanner_imm",0.242741060121669,1.81374904738926,0.032486976273706,1.0261,2018
"321","Tanner_imm",0.680518684670575,2.79636063911344,0.165610141162834,0.72103,2019
"322","Tanner_imm",0.208038941095169,2.15303397809118,0.0201019591202041,1.1923,2020
"323","Tanner_imm",0.248547824312546,1.87432388551391,0.0329590960494869,1.0308,2021
"324","Tanner_imm",0.120474158660443,0.692497119843535,0.0209589650108884,0.89228,2022
"325","Tanner_imm",0.170564799285595,1.41368532461078,0.0205790852100309,1.079,2023
"326","Tanner_mat",0.413854837790231,1.93340055865917,0.088587864524649,0.78649,1975
"327","Tanner_mat",0.292052996009071,1.47302307107191,0.0579046955563337,0.82558,1976
"328","Tanner_mat",0.321010964215776,1.42669188903577,0.0722286570342719,0.76104,1977
"329","Tanner_mat",0.261263970900988,1.19037359115384,0.0573423864559933,0.77372,1978
"330","Tanner_mat",0.115982031585388,0.509810393418999,0.0263859501970143,0.75541,1979
"331","Tanner_mat",0.224816672002591,1.05831159149899,0.0477577080477144,0.79038,1980
"332","Tanner_mat",0.312522128847736,1.49856562408669,0.065175711660306,0.79979,1981
"333","Tanner_mat",0.645848708497702,1.65325752631767,0.252302226137273,0.47956,1982
"334","Tanner_mat",0.186717219842781,0.908883459858702,0.0383584053683157,0.80746,1983
"335","Tanner_mat",0.111598239974176,0.481227474841361,0.0258800002419634,0.74563,1984
"336","Tanner_mat",0.0661784763215605,0.251762775977958,0.0173957039964747,0.6817,1985
"337","Tanner_mat",0.054820010312054,0.200130264890763,0.0150163871129339,0.66067,1986
"338","Tanner_mat",0.0553764979481675,0.202860404307338,0.0151165849021847,0.66243,1987
"339","Tanner_mat",0.0690378758242471,0.266467445116335,0.0178867189432589,0.68908,1988
"340","Tanner_mat",0.110724516041224,0.483780687479517,0.0253418930723282,0.75234,1989
"341","Tanner_mat",0.273684580979783,1.31439620435881,0.0569868123612076,0.80059,1990
"342","Tanner_mat",0.457883726211402,1.86028629886318,0.112701742122898,0.71524,1991
"343","Tanner_mat",0.397464363690393,1.96204167107962,0.0805171076294631,0.81461,1992
"344","Tanner_mat",0.481615115247187,1.89937939764907,0.122120477626354,0.70007,1993
"345","Tanner_mat",0.306502305993874,1.57532562981998,0.0596344411601414,0.8352,1994
"346","Tanner_mat",0.362910148554434,1.77305917115311,0.0742805305466188,0.80934,1995
"347","Tanner_mat",0.782391519034586,1.94391970272004,0.314898032156736,0.46434,1996
"348","Tanner_mat",0.234237434666568,1.22147164721838,0.044918910663315,0.84259,1997
"349","Tanner_mat",0.178640477228507,0.865283915407476,0.0368808659633998,0.80494,1998
"350","Tanner_mat",0.168994349420448,0.812009207174412,0.0351708944722673,0.80084,1999
"351","Tanner_mat",0.163693418509153,0.775228077016455,0.0345647120604017,0.79345,2000
"352","Tanner_mat",0.139374600937577,0.642531908764023,0.0302323964328486,0.77972,2001
"353","Tanner_mat",0.137854017216008,0.63644428385545,0.0298592202721514,0.78046,2002
"354","Tanner_mat",0.177941577296603,0.895425369884541,0.0353610764176645,0.82441,2003
"355","Tanner_mat",0.360306579580556,2.00871015067299,0.0646289516909869,0.87668,2004
"356","Tanner_mat",0.291711493821477,1.62018380065021,0.0525221864293466,0.87476,2005
"357","Tanner_mat",0.682037934671551,2.40986324239918,0.193029934706137,0.644,2006
"358","Tanner_mat",0.663172593933089,2.01950816683144,0.21777475157923,0.56815,2007
"359","Tanner_mat",0.216282468735301,1.15978703761389,0.0403333584228325,0.85684,2008
"360","Tanner_mat",0.620661148848608,1.97646836883214,0.194903327452538,0.59096,2009
"361","Tanner_mat",0.430176366385484,1.8572735889896,0.0996362126149064,0.74626,2010
"362","Tanner_mat",0.189705957060741,0.986485748649895,0.0364813685282179,0.84116,2011
"363","Tanner_mat",0.2151241447616,1.17343811557325,0.0394382942272176,0.86555,2012
"364","Tanner_mat",0.458699485054041,2.17046102737821,0.0969403343044585,0.79301,2013
"365","Tanner_mat",0.57639620433594,2.16192969459595,0.153674092734533,0.67447,2014
"366","Tanner_mat",0.227715098356813,1.22564887789748,0.042307521309533,0.85874,2015
"367","Tanner_mat",0.244279797400897,1.25468506892858,0.0475598386367822,0.83486,2016
"368","Tanner_mat",0.327925116505519,1.70510245527421,0.0630665223092796,0.84112,2017
"369","Tanner_mat",0.619222884015595,2.06921312053416,0.185305697264092,0.61554,2018
"370","Tanner_mat",0.241089993061654,1.52969412940955,0.0379973902213403,0.94268,2019
"371","Tanner_mat",0.287023840134968,1.66038383243724,0.0496166507986867,0.89553,2020
"372","Tanner_mat",0.305871561133785,1.71008794668159,0.0547091230553176,0.87813,2021
"373","Tanner_mat",0.37412698766005,2.14693834141429,0.0651956324015236,0.89143,2022
"374","Tanner_mat",0.277635826688691,2.2975124634022,0.0335500474922208,1.0782,2023
